"time period","train operating company name","NR on TOC External","NR on TOC Network Management Other","NR on TOC Non Track Assets","NR on TOC Severe Weather","NR on TOC Track","TOC on Self Fleet","TOC on Self Operations","TOC on Self Stations","TOC on Self TOC Other","TOC on Self Traincrew","TOC on TOC Fleet","TOC on TOC Operations","TOC on TOC Stations","TOC on TOC TOC Other","TOC on TOC Traincrew"
"Apr 2021 to Mar 2022 (Period 11)","Chiltern Railways","298.0","1147.5","2812.5","112.0","1223.0","1673.5","317.0","130.0","476.0","468.0","259.0","135.0","61.0","160.0","315.5"
"Apr 2021 to Mar 2022 (Period 12)","Chiltern Railways","1470.0","1250.5","1225.0","3964.0","651.0","2045.5","346.5","384.0","378.0","555.0","230.5","61.0","45.5","111.0","269.5"
"Apr 2021 to Mar 2022 (Period 13)","Chiltern Railways","907.3","1119.4","339.2","62.1","1246.0","1216.4","316.9","201.0","200.5","488.4","288.0","21.8","32.0","85.7","280.4"
"Apr 2022 to Mar 2023 (Period 01)","Chiltern Railways","1291.5","1625.0","973.0","7.5","750.0","1708.0","383.5","409.5","724.0","601.0","222.0","16.0","31.0","217.0","204.0"
"Apr 2022 to Mar 2023 (Period 02)","Chiltern Railways","2935.0","1335.0","4492.5","41.0","695.0","1268.5","314.0","360.0","308.0","673.0","224.0","32.0","85.0","81.0","250.0"
"Apr 2022 to Mar 2023 (Period 03)","Chiltern Railways","1053.0","1128.0","1619.0","799.0","513.0","2446.5","504.5","403.0","439.0","863.5","219.5","61.0","68.0","111.0","308.0"
"Apr 2022 to Mar 2023 (Period 04)","Chiltern Railways","2686.0","1884.0","1917.4","1731.0","1325.0","3432.0","526.0","674.5","358.0","887.0","270.1","25.0","119.0","229.0","530.0"
"Apr 2022 to Mar 2023 (Period 05)","Chiltern Railways","3565.0","2720.0","3642.0","939.0","1908.0","2401.0","1026.5","807.0","315.5","1049.5","445.0","32.5","140.0","211.0","433.0"
"Apr 2022 to Mar 2023 (Period 06)","Chiltern Railways","2379.0","1856.5","8089.0","714.0","1916.0","2270.5","630.0","386.0","614.5","767.5","283.0","37.0","86.0","321.0","382.0"
"Apr 2022 to Mar 2023 (Period 07)","Chiltern Railways","2298.5","1559.0","1285.5","172.5","3315.0","2957.5","302.5","505.0","434.5","627.5","435.5","124.0","41.0","119.0","271.0"
"Apr 2022 to Mar 2023 (Period 08)","Chiltern Railways","1138.0","2506.5","2426.5","2166.8","1189.0","2870.0","384.5","666.5","928.7","1127.0","670.0","180.0","47.0","645.5","438.0"
"Apr 2022 to Mar 2023 (Period 09)","Chiltern Railways","2751.5","3056.0","1535.0","1257.0","1181.0","3013.5","383.5","405.0","607.2","820.5","467.0","136.0","186.0","417.5","685.3"
"Apr 2022 to Mar 2023 (Period 10)","Chiltern Railways","288.0","263.0","567.0","3.5","326.0","1168.0","155.0","86.0","143.5","164.0","137.0","26.0","122.0","52.0","34.0"
"Apr 2022 to Mar 2023 (Period 11)","Chiltern Railways","2673.0","2302.8","1099.0","547.0","2148.0","3887.5","234.0","429.0","327.0","749.0","540.0","17.7","86.0","275.0","352.0"
"Apr 2022 to Mar 2023 (Period 12)","Chiltern Railways","4813.0","1723.6","1591.5","264.1","181.0","2120.5","217.0","378.0","579.0","419.5","751.0","162.5","103.0","159.0","601.3"
"Apr 2022 to Mar 2023 (Period 13)","Chiltern Railways","1202.0","1506.5","2831.7","2871.0","64.0","2143.5","436.4","240.0","152.0","539.7","882.5","158.4","38.5","186.7","206.0"
"Apr 2023 to Mar 2024 (Period 01)","Chiltern Railways","3535.0","1766.0","3940.0","1798.5","2798.0","4018.5","453.5","556.5","721.5","1083.0","3888.0","125.0","47.0","397.0","185.5"
"Apr 2023 to Mar 2024 (Period 02)","Chiltern Railways","1471.0","1162.5","1127.0","847.0","673.0","1592.0","216.0","676.0","209.0","317.0","1069.0","27.0","23.0","258.5","350.0"
"Apr 2023 to Mar 2024 (Period 03)","Chiltern Railways","2818.0","925.5","1345.0","1015.0","436.0","2604.0","250.0","454.0","339.0","842.0","302.0","29.5","42.0","128.0","113.0"
"Apr 2023 to Mar 2024 (Period 04)","Chiltern Railways","908.0","1364.0","898.0","362.0","211.0","1898.0","223.0","215.0","435.0","343.0","251.0","46.0","22.0","138.0","173.0"
"Apr 2023 to Mar 2024 (Period 05)","Chiltern Railways","1144.0","714.5","2432.0","67.0","237.0","2381.5","282.0","260.0","288.0","655.0","196.0","57.0","40.0","192.0","318.0"
"Apr 2023 to Mar 2024 (Period 06)","Chiltern Railways","817.5","932.0","1911.5","407.5","506.0","2510.0","137.0","268.0","612.0","718.0","372.0","42.5","80.0","92.0","148.0"
"Apr 2023 to Mar 2024 (Period 07)","Chiltern Railways","1391.0","2347.0","1525.5","263.3","178.0","1781.5","309.0","433.0","796.7","700.0","378.0","57.5","74.0","167.0","275.5"
"Apr 2023 to Mar 2024 (Period 08)","Chiltern Railways","1525.0","1464.3","2710.0","1481.5","93.0","2050.0","171.5","309.0","479.5","591.0","440.0","75.2","80.0","442.0","287.0"
"Apr 2023 to Mar 2024 (Period 09)","Chiltern Railways","1058.0","1582.6","1694.0","1029.7","1936.0","2835.5","201.0","366.0","1005.3","806.0","348.9","84.0","40.0","381.5","384.5"
"Apr 2023 to Mar 2024 (Period 10)","Chiltern Railways","1755.0","1423.0","1646.0","3000.0","353.0","1779.0","464.0","318.0","438.5","776.0","252.0","21.0","74.0","217.5","129.0"
"Apr 2023 to Mar 2024 (Period 11)","Chiltern Railways","1304.0","6730.5","2000.0","4447.0","397.0","2071.0","498.5","348.5","319.0","281.5","361.0","88.0","50.0","120.0","231.0"
"Apr 2023 to Mar 2024 (Period 12)","Chiltern Railways","993.0","1949.5","7545.0","1428.0","104.0","1902.5","469.0","403.0","347.0","444.0","125.0","268.0","18.0","151.0","149.0"
"Apr 2023 to Mar 2024 (Period 13)","Chiltern Railways","1377.2","1263.9","1815.4","2633.2","140.0","3344.2","234.4","295.1","236.0","544.9","443.0","35.5","74.0","83.5","88.7"
"Apr 2024 to Mar 2025 (Period 01)","Chiltern Railways","1442.0","1022.5","966.0","480.0","40.0","1689.5","308.5","378.0","178.0","524.5","143.0","14.0","49.0","172.0","126.0"
"Apr 2024 to Mar 2025 (Period 02)","Chiltern Railways","1140.0","1251.0","838.0","564.0","322.0","3571.5","213.0","599.0","304.0","524.0","118.0","35.0","46.0","134.0","192.5"
"Apr 2024 to Mar 2025 (Period 03)","Chiltern Railways","1291.0","1874.2","6108.0","575.0","624.0","2115.5","176.5","563.0","1030.0","508.0","403.0","125.0","33.0","113.0","191.8"
"Apr 2024 to Mar 2025 (Period 04)","Chiltern Railways","5445.0","1516.5","2274.0","644.0","375.0","2003.5","134.0","465.0","329.0","793.0","297.0","52.0","73.0","162.0","261.0"
"Apr 2024 to Mar 2025 (Period 05)","Chiltern Railways","2838.5","985.0","2427.5","706.0","215.0","3291.0","214.0","419.0","742.0","374.0","521.0","62.5","102.0","190.0","147.5"
"Apr 2024 to Mar 2025 (Period 06)","Chiltern Railways","1890.0","1093.5","1080.5","837.0","1070.0","2479.5","243.5","359.0","496.0","688.0","385.0","137.0","107.0","235.0","397.0"
"Apr 2024 to Mar 2025 (Period 07)","Chiltern Railways","483.0","6424.3","4585.0","8690.4","1531.0","2360.5","230.7","224.5","443.6","828.5","1033.0","15.5","42.0","125.0","104.0"
"Apr 2024 to Mar 2025 (Period 08)","Chiltern Railways","615.0","2061.0","4959.0","533.1","221.0","3014.0","276.0","419.0","1772.9","625.0","472.0","74.0","87.0","216.0","188.0"
